student_id,department,attendance_rate,previous_gpa,attendance_trend,marks_trend,algorithms_internal,algorithms_external,algorithms_attendance,data_structures_internal,data_structures_external,data_structures_attendance,database_systems_internal,database_systems_external,database_systems_attendance,operating_systems_internal,operating_systems_external,operating_systems_attendance,software_engineering_internal,software_engineering_external,software_engineering_attendance,dsa_lab_internal,dsa_lab_external,dsa_lab_attendance,dbms_lab_internal,dbms_lab_external,dbms_lab_attendance,computer_networks_lab_internal,computer_networks_lab_external,computer_networks_lab_attendance,computer_graphics_lab_internal,computer_graphics_lab_external,computer_graphics_lab_attendance,data_science_lab_internal,data_science_lab_external,data_science_lab_attendance,performance_score,performance_band,at_risk,risk_score
STU-1104,CSE,69.87,7.24,-10.84,24.47,21.9,53.08,71.96,20.6,35.9,64.4,19.14,30.58,59.09,19.55,59.84,49.14,18.04,49.09,80.59,29.0,41.13,89.59,22.28,57.21,59.21,22.27,58.51,62.97,6.97,47.24,67.72,26.72,36.93,62.82,68.84,Medium,No,47.4
STU-1105,CSE,53.9,7.31,-13.32,10.63,14.14,35.55,80.57,12.07,24.97,53.35,29.87,56.12,69.42,18.07,24.15,49.4,19.38,45.16,51.76,22.95,34.32,44.62,13.98,48.08,54.95,25.46,68.2,41.82,20.12,41.92,38.53,17.36,68.5,47.57,66.36,Medium,Yes,73.6
STU-1106,CSE,45.33,7.31,7.95,-20.73,16.01,44.22,54.45,18.48,46.92,22.49,22.86,48.32,54.18,10.66,40.46,54.98,17.22,45.77,41.24,18.07,62.51,31.1,19.75,48.78,54.71,19.39,59.53,44.79,20.6,46.22,51.89,22.71,28.3,47.5,67.5,Medium,Yes,57.4
STU-1107,CSE,71.08,9.2,2.9,2.96,22.7,66.93,60.99,22.69,39.78,73.0,14.63,44.8,74.27,15.15,66.73,55.63,22.69,8.57,68.53,22.4,55.69,70.02,18.79,53.51,80.58,26.9,25.64,69.07,9.03,24.49,64.04,24.33,37.79,68.19,68.53,Medium,Yes,51.5
STU-1108,CSE,75.85,6.04,0.79,32.1,21.5,34.94,55.9,16.27,43.19,80.53,18.97,51.78,85.09,25.6,47.58,64.48,13.77,27.72,65.1,20.5,70.0,77.97,19.58,59.43,67.56,25.21,59.52,76.44,30.0,61.73,76.3,19.28,38.52,74.54,68.16,Medium,No,31.8
STU-1109,CSE,55.71,6.51,-25.93,-13.03,19.49,40.21,53.57,14.04,36.48,39.74,22.07,46.2,54.48,24.43,32.05,48.6,12.59,60.35,61.76,26.65,68.74,51.46,16.44,18.07,44.73,18.38,14.09,44.93,19.59,58.4,48.54,20.64,70.0,37.65,64.02,Medium,Yes,100.0
STU-1110,CSE,74.48,4.37,20.55,-0.89,25.43,50.71,87.15,24.83,35.05,74.5,12.7,37.16,74.78,21.52,56.84,90.31,17.82,62.17,77.16,13.46,42.74,75.64,15.82,29.39,63.74,17.28,32.03,86.79,7.74,46.67,79.77,15.19,41.52,71.06,56.6,Medium,No,44.5
STU-1111,CSE,75.81,6.92,-8.94,21.2,19.61,54.94,81.54,17.0,22.43,77.46,16.72,37.08,78.04,17.82,49.6,100.0,23.43,65.17,80.92,20.39,52.89,80.58,24.31,45.89,62.72,12.66,51.92,64.54,23.43,65.08,73.6,26.06,48.88,76.07,69.22,Medium,Yes,64.2
STU-1112,CSE,42.66,7.03,20.52,9.26,20.36,32.54,33.07,11.78,34.0,64.05,12.53,27.35,34.6,16.21,49.04,36.54,19.01,32.26,37.91,19.7,42.98,62.47,19.86,41.85,17.69,21.2,15.37,48.18,20.71,56.97,36.32,20.13,55.14,33.36,59.78,Medium,Yes,60.2
STU-1113,CSE,61.27,6.89,-14.49,37.2,23.05,53.46,59.92,27.89,52.73,44.53,24.94,35.13,69.25,21.48,5.37,67.32,18.89,38.11,57.05,23.94,31.18,72.41,12.4,49.44,69.0,23.74,47.76,59.21,17.25,26.66,54.42,15.19,28.12,79.31,60.12,Medium,Yes,81.6
STU-1114,CSE,81.11,8.83,-8.12,-10.99,11.4,61.88,68.74,14.89,29.42,70.0,24.61,53.83,78.78,30.0,44.75,81.71,16.57,32.93,75.78,24.26,53.57,94.01,16.41,53.84,84.16,22.17,32.04,70.72,22.7,58.09,74.93,23.05,62.99,77.49,73.14,Medium,No,52.2
STU-1115,CSE,80.81,8.53,-22.03,-14.85,12.81,25.29,74.04,17.77,44.46,80.65,18.64,55.19,73.2,26.32,59.1,89.47,16.7,43.25,88.03,19.0,34.51,73.41,16.55,27.59,100.0,10.24,30.29,86.77,16.59,39.72,84.76,25.16,40.9,90.03,64.21,Medium,Yes,100.0
STU-1116,CSE,57.69,7.59,3.62,18.36,11.51,35.91,62.64,29.87,30.52,46.28,21.71,45.8,50.51,13.92,37.29,62.91,18.33,62.57,56.33,23.01,49.18,53.66,24.17,26.74,52.16,17.93,50.72,64.0,15.92,30.66,58.48,12.31,60.12,55.46,63.98,Medium,Yes,36.0
STU-1117,CSE,77.38,7.06,-11.01,-17.94,14.15,27.16,80.51,21.43,33.47,76.24,14.35,41.12,92.13,30.0,41.82,81.7,21.96,19.18,65.88,8.42,51.74,96.83,25.33,45.67,76.41,18.24,60.9,79.53,20.31,28.45,83.39,19.25,50.95,87.37,60.69,Medium,No,77.4
STU-1118,CSE,90.34,8.73,-10.73,-2.95,11.83,40.57,85.93,17.36,28.25,83.06,14.51,57.37,94.11,21.54,16.1,100.0,17.96,70.0,97.83,18.84,70.0,96.01,18.86,39.13,100.0,17.32,39.32,84.37,16.22,34.58,100.0,25.04,48.53,84.86,67.2,Medium,Yes,72.4
STU-1119,CSE,86.66,7.48,-13.73,-0.98,17.24,39.5,100.0,21.45,56.21,88.65,15.57,46.54,75.9,25.98,33.77,80.94,24.07,34.53,84.47,6.81,40.16,92.6,16.87,53.39,86.49,25.44,33.98,84.24,12.65,43.62,82.44,24.8,35.63,82.42,64.35,Medium,No,57.4
STU-1120,CSE,73.57,6.52,7.77,15.54,16.62,45.41,93.46,2.51,44.28,85.31,17.43,52.9,85.34,18.62,35.21,82.92,22.48,44.06,79.68,24.8,44.2,76.63,22.61,38.07,85.45,14.85,43.03,81.25,14.72,58.07,75.47,26.63,54.19,71.94,65.01,Medium,No,35.0
STU-1121,CSE,67.98,5.44,7.11,9.21,21.16,49.01,88.21,20.42,42.93,66.03,20.94,27.99,64.15,14.94,31.78,76.02,20.13,33.87,66.48,18.77,45.79,52.91,14.54,23.38,58.98,16.39,29.48,75.62,29.2,57.38,62.33,21.05,44.0,61.89,57.63,Medium,Yes,62.4
STU-1122,CSE,65.56,6.97,18.12,6.86,26.62,70.0,50.86,27.2,36.14,62.94,21.41,68.21,68.37,22.06,57.8,75.67,22.56,60.26,59.58,11.33,70.0,55.18,17.33,40.03,60.52,16.37,51.95,70.3,23.1,53.36,61.39,17.91,61.79,60.35,75.83,High,No,24.2
STU-1123,CSE,82.02,8.41,-6.86,-6.04,17.29,58.94,81.83,17.47,37.57,93.26,22.93,48.55,70.35,21.2,41.81,72.89,16.99,55.44,94.44,14.71,31.03,88.96,17.95,53.29,77.79,22.88,24.39,87.51,9.5,58.88,81.68,22.21,48.56,64.96,68.27,Medium,No,49.3
STU-1124,CSE,77.93,10.0,2.19,18.23,26.83,50.02,85.49,16.0,48.61,64.83,20.75,30.91,100.0,23.03,64.96,75.43,22.0,58.58,67.2,16.64,59.59,75.75,16.26,35.54,65.7,10.2,19.56,78.38,23.36,70.0,77.51,13.6,44.57,84.96,74.24,Medium,Yes,45.8
STU-1125,CSE,84.44,7.57,-12.89,60.39,25.15,59.0,90.17,20.48,56.05,72.59,9.96,70.0,83.97,22.67,2.97,99.89,25.78,21.52,81.27,21.33,26.04,89.33,25.23,49.86,68.78,14.82,43.14,81.95,18.85,41.03,66.4,24.03,54.41,89.66,65.34,Medium,Yes,74.0
STU-1126,CSE,76.98,6.58,-3.35,10.37,22.15,40.74,70.91,14.91,68.14,76.77,11.7,44.56,56.14,21.24,47.14,71.56,15.3,53.44,76.15,10.29,63.06,67.58,13.41,65.38,87.57,17.9,26.21,67.88,17.81,63.24,89.93,20.83,54.75,74.88,68.25,Medium,No,36.8
STU-1127,CSE,87.28,6.08,-5.19,1.5,15.64,22.49,90.51,24.5,37.34,99.16,18.08,46.26,85.07,26.18,52.39,86.7,20.38,27.17,64.95,17.34,42.09,92.59,19.18,37.96,57.81,22.64,48.17,95.42,20.14,62.2,81.78,19.8,48.61,93.88,62.49,Medium,Yes,65.3
STU-1128,CSE,76.42,8.16,4.64,-19.47,22.08,52.16,79.11,19.04,58.52,59.68,16.85,68.88,69.69,19.61,65.82,75.16,15.83,62.98,73.53,18.89,15.29,75.15,23.41,38.54,63.61,17.6,35.77,73.88,17.41,69.97,79.44,11.3,46.07,76.02,72.57,Medium,Yes,70.8
STU-1129,CSE,86.77,5.38,10.17,-9.56,25.97,42.66,84.92,29.31,28.97,94.75,20.32,37.49,80.29,26.79,51.98,92.78,24.45,50.13,76.16,12.14,68.09,88.85,20.4,70.0,76.13,7.38,17.83,81.46,20.59,65.87,95.2,7.19,70.0,82.66,66.99,Medium,Yes,64.5
STU-1130,CSE,88.06,8.16,9.91,-3.21,26.14,53.19,88.12,18.81,28.31,75.18,19.17,24.18,100.0,20.48,70.0,83.71,17.05,53.86,85.47,24.87,66.57,99.05,26.82,57.26,82.57,25.7,55.46,81.89,17.55,43.62,99.18,20.58,44.92,86.47,72.5,Medium,No,31.3
STU-1131,CSE,62.93,8.48,-8.43,-8.02,18.23,27.54,70.88,14.91,46.01,58.84,23.83,39.87,52.87,24.95,32.61,64.48,26.37,34.05,61.9,17.84,46.97,62.25,24.6,35.69,75.67,28.02,48.85,55.03,19.79,43.13,80.66,19.48,65.74,64.05,68.46,Medium,No,53.8
STU-1132,CSE,47.88,8.02,9.98,-0.24,20.23,39.68,45.27,24.45,34.04,57.48,27.2,36.12,59.96,25.24,58.04,41.52,19.4,43.19,68.78,19.95,42.25,36.4,15.14,34.74,51.49,12.88,35.01,29.27,27.01,46.6,50.98,14.55,62.42,62.91,67.09,Medium,Yes,33.2
STU-1133,CSE,98.15,7.24,-0.44,26.67,20.33,37.81,100.0,23.67,58.06,100.0,24.82,34.61,100.0,17.73,7.35,93.52,17.23,48.62,100.0,20.96,70.0,92.9,10.06,49.17,92.7,14.57,40.54,90.32,16.58,67.84,99.4,18.67,68.96,95.2,68.2,Medium,Yes,52.5
STU-1134,CSE,78.85,8.18,-3.25,18.71,13.85,25.1,78.05,11.79,27.41,75.04,25.66,64.38,85.45,19.98,36.44,82.73,28.91,47.12,74.23,19.21,41.0,84.34,16.18,51.09,84.53,21.72,28.71,77.36,17.37,43.89,72.18,26.22,47.8,62.67,65.36,Medium,Yes,59.5
STU-1135,CSE,49.28,7.71,-7.09,-2.38,13.35,63.07,47.48,18.05,61.93,47.77,14.02,28.09,55.56,30.0,57.59,45.46,18.87,45.73,29.08,20.12,53.76,67.01,25.45,70.0,66.09,26.97,45.39,52.73,11.65,46.96,54.94,18.58,21.88,65.11,70.98,Medium,Yes,42.5
STU-1136,CSE,64.29,6.57,-5.6,-18.12,22.03,70.0,71.71,26.84,62.45,57.5,17.46,38.57,54.63,28.83,45.63,68.89,13.34,57.28,60.2,26.3,34.72,77.61,24.7,38.01,78.47,25.74,52.34,54.36,24.0,45.99,64.79,20.37,44.55,55.64,70.69,Medium,No,59.5
STU-1137,CSE,86.58,9.72,17.42,20.06,12.42,19.17,89.57,7.88,55.89,91.64,18.49,60.4,83.98,22.09,15.63,64.16,18.82,51.34,96.08,19.11,48.7,94.44,19.36,53.81,75.29,11.72,36.99,94.33,16.44,54.76,76.31,17.09,48.63,79.9,67.87,Medium,Yes,52.1
STU-1138,CSE,70.8,7.08,3.07,-0.74,17.51,5.87,79.2,19.41,30.82,89.13,16.05,37.27,61.19,25.52,66.51,84.14,26.62,36.04,87.53,19.02,21.86,66.54,21.63,35.33,72.27,22.68,51.16,77.36,19.1,34.09,56.1,19.56,36.94,69.62,58.82,Medium,Yes,62.1
STU-1139,CSE,67.32,8.43,1.75,-25.9,9.65,22.22,72.42,11.82,42.15,59.01,15.53,46.28,67.6,22.73,28.47,58.47,25.62,41.63,70.98,17.51,51.83,42.43,25.76,38.17,54.83,14.69,41.05,66.22,20.71,27.11,76.03,17.38,36.39,65.06,61.3,Medium,Yes,89.8
STU-1140,CSE,96.01,4.6,-2.62,10.69,23.31,44.49,90.59,18.38,63.29,100.0,21.83,47.23,100.0,22.32,47.71,93.99,21.78,0.0,100.0,13.64,34.23,82.01,16.32,39.9,100.0,26.45,70.0,97.04,18.9,56.69,87.47,15.17,39.49,95.67,59.84,Medium,Yes,64.1
STU-1141,CSE,59.29,9.03,24.46,15.39,9.67,61.0,61.69,23.99,21.44,52.64,16.42,41.96,58.96,24.35,46.48,51.88,30.0,41.02,50.22,10.57,46.36,66.2,14.3,54.37,60.13,11.13,54.39,56.64,14.37,59.35,68.67,14.26,49.4,61.32,69.43,Medium,Yes,30.6
STU-1142,CSE,63.03,9.26,13.05,-36.39,19.66,37.27,61.54,24.69,51.14,43.75,9.28,17.14,49.45,16.22,38.21,62.37,19.83,44.27,74.46,11.62,50.01,66.32,13.69,53.01,66.75,19.78,8.73,72.67,21.13,51.05,29.12,17.34,23.49,75.96,62.17,Medium,Yes,100.0
STU-1143,CSE,78.17,7.54,-7.21,-12.37,14.47,67.19,87.7,21.11,62.03,68.73,16.17,58.84,68.77,13.37,40.18,69.35,29.33,56.63,72.41,14.99,50.08,90.05,21.45,30.73,63.8,18.11,49.74,73.47,25.04,52.91,80.54,22.54,24.16,73.19,70.72,Medium,No,54.9
STU-1144,CSE,80.86,8.17,-2.74,-1.66,14.8,50.77,70.61,20.41,42.53,86.86,14.02,51.78,70.16,15.18,42.86,92.8,15.79,18.33,71.4,18.07,70.0,84.74,16.23,42.88,96.57,18.8,41.57,76.8,23.48,37.12,89.58,25.31,54.2,78.61,67.4,Medium,Yes,58.7
STU-1145,CSE,82.45,8.17,-2.14,11.02,13.01,41.64,75.76,16.1,41.41,87.24,16.89,24.38,72.86,28.45,53.23,72.87,26.45,41.4,100.0,21.31,53.48,90.82,27.43,38.41,96.44,16.88,39.58,82.53,24.6,40.05,98.95,26.63,45.59,72.78,68.3,Medium,No,34.9
STU-1146,CSE,88.67,6.73,1.46,-7.74,25.01,13.57,96.08,15.88,63.84,74.81,16.69,51.57,94.68,16.87,40.02,98.19,25.03,39.72,82.6,13.15,48.8,96.79,20.76,31.13,100.0,9.48,58.17,90.84,22.34,33.2,87.14,21.47,43.71,70.73,61.45,Medium,Yes,67.8
STU-1147,CSE,77.98,8.16,-7.01,-12.48,28.56,54.75,78.32,20.5,70.0,70.55,15.16,57.75,82.61,14.95,61.33,80.93,15.51,52.35,81.39,19.56,50.76,84.24,24.57,46.61,75.27,21.2,62.86,84.28,18.37,45.83,94.64,23.75,47.28,89.38,76.32,High,No,49.2
STU-1148,CSE,82.34,6.53,4.39,10.91,17.28,49.93,100.0,23.27,69.31,81.5,17.62,62.4,64.06,20.9,60.46,87.97,9.49,24.81,81.2,22.37,52.71,82.28,23.65,51.55,81.05,22.69,35.29,88.71,15.77,52.31,86.97,18.51,54.52,97.77,70.06,Medium,Yes,49.9
STU-1149,CSE,71.11,6.77,14.52,-7.02,14.9,59.31,81.98,18.96,57.01,68.57,26.28,3.92,85.56,14.44,46.35,62.97,27.48,41.56,65.69,25.6,55.98,67.78,15.04,28.11,83.86,22.09,47.6,76.03,10.26,40.13,68.13,24.91,22.96,81.65,61.91,Medium,Yes,66.5
STU-1150,CSE,75.94,8.85,-13.14,8.13,28.97,19.21,76.11,22.5,58.1,54.3,21.69,41.72,73.11,30.0,41.77,80.44,19.4,48.62,81.47,24.47,33.35,77.47,20.94,20.28,66.4,24.45,38.08,100.0,24.82,51.78,91.04,23.86,47.76,61.8,68.94,Medium,No,50.8
STU-1151,CSE,76.61,8.67,-11.28,-16.67,23.33,65.95,70.68,10.87,28.96,94.2,20.4,66.9,76.8,17.52,70.0,72.9,18.75,51.91,73.71,23.89,51.69,81.47,16.92,20.06,68.29,16.28,49.39,68.46,12.67,27.8,80.49,23.44,37.4,72.61,69.2,Medium,Yes,87.7
STU-1152,CSE,78.23,6.65,-4.83,-20.28,23.07,47.48,90.09,19.21,32.53,89.09,18.44,33.17,87.15,27.25,47.75,68.18,27.67,50.65,80.42,17.98,61.95,67.14,13.98,70.0,69.6,24.8,65.68,80.33,15.59,54.45,92.14,21.71,33.8,81.29,70.23,Medium,No,61.4
STU-1153,CSE,86.59,6.62,-4.37,11.33,13.08,30.4,84.0,20.31,26.97,89.09,22.61,41.78,65.01,20.52,70.0,91.17,20.08,39.41,92.36,21.04,55.61,75.62,20.61,38.08,90.3,10.27,39.11,92.01,23.52,44.54,64.98,23.21,68.76,78.2,65.32,Medium,No,41.2
STU-1154,CSE,83.33,6.73,19.98,3.79,17.87,57.1,91.66,25.49,60.22,68.01,17.6,54.4,82.47,21.83,43.04,78.97,18.79,28.17,76.09,19.67,44.27,89.0,18.57,70.0,95.63,17.49,47.97,95.46,16.8,33.78,96.32,23.46,61.11,86.48,69.09,Medium,No,30.9
STU-1155,CSE,75.66,8.38,10.02,13.84,18.73,24.87,77.03,26.16,63.66,86.37,23.94,70.0,60.15,21.15,30.95,91.19,17.24,60.13,71.17,22.1,43.37,75.53,21.67,58.79,74.57,24.46,60.57,71.49,29.43,56.18,71.35,23.07,60.58,81.56,77.82,High,No,22.2
STU-1156,CSE,62.86,6.3,9.44,-7.99,21.01,0.0,53.19,23.39,30.19,68.0,24.42,43.31,45.22,16.32,55.27,75.43,9.59,46.21,48.19,20.45,42.64,86.47,17.31,60.73,72.95,19.03,46.78,62.87,16.28,32.55,58.76,14.31,37.49,60.91,59.9,Medium,Yes,69.7
STU-1157,CSE,76.02,7.93,-2.64,-11.93,20.81,51.66,74.05,16.15,51.38,83.92,17.57,30.26,71.55,19.09,62.18,82.95,19.98,70.0,75.67,27.07,63.32,87.52,21.61,46.75,76.07,24.25,33.16,73.39,28.33,54.35,85.56,13.89,38.52,79.35,72.24,Medium,No,46.0
STU-1158,CSE,74.58,8.4,-2.86,20.41,19.79,26.62,82.18,25.39,40.72,82.54,30.0,67.88,72.17,14.48,48.45,98.05,26.69,44.91,90.2,25.84,16.51,85.2,20.59,32.0,75.49,22.07,33.09,73.38,18.35,56.93,71.57,11.5,38.29,65.12,66.69,Medium,No,37.6
STU-1159,CSE,77.9,7.39,-14.52,-22.84,13.53,62.71,85.93,15.17,25.96,76.87,13.38,41.37,78.6,21.52,50.1,70.09,20.35,64.21,56.93,21.63,27.33,91.94,24.09,56.78,69.36,21.32,50.63,54.19,20.73,54.2,63.76,23.01,46.49,91.71,68.82,Medium,No,80.4
STU-1160,CSE,100.0,8.71,7.82,18.77,17.93,47.66,100.0,5.96,39.68,100.0,8.22,55.11,100.0,20.4,55.82,95.89,20.22,57.98,100.0,10.78,45.77,100.0,24.5,39.85,90.22,15.13,66.64,100.0,26.96,68.04,92.56,15.9,43.08,100.0,72.6,Medium,No,27.4
STU-1161,CSE,67.14,7.13,4.91,19.81,12.99,51.82,71.19,14.37,28.64,71.59,30.0,40.58,70.44,16.97,48.55,60.89,18.71,70.0,68.21,12.18,54.64,78.44,23.38,42.35,57.97,15.54,42.15,63.48,17.21,63.23,76.36,26.33,33.17,57.94,67.96,Medium,No,32.0
STU-1162,CSE,81.33,7.24,12.86,12.9,20.39,51.22,82.05,21.73,68.78,79.15,24.04,52.77,82.29,23.81,33.48,71.64,22.16,20.43,86.45,14.36,67.77,77.37,27.27,41.84,78.8,24.33,49.39,80.67,17.98,39.08,100.0,11.62,26.96,93.1,67.95,Medium,Yes,52.0
STU-1163,CSE,91.03,6.33,-2.11,-10.32,25.51,31.16,73.5,26.36,29.3,86.12,20.48,28.91,100.0,20.1,31.77,83.09,26.48,40.82,97.17,19.95,18.68,98.5,25.37,70.0,72.02,4.21,54.59,85.03,12.85,46.61,86.53,13.62,43.76,96.69,59.65,Medium,Yes,75.9
STU-1164,CSE,76.47,8.72,-1.42,-12.25,20.87,47.74,80.9,11.54,44.23,78.87,18.11,32.56,69.01,18.53,58.72,91.74,26.62,21.59,67.08,23.29,64.51,66.8,20.92,28.02,79.23,16.78,47.74,64.35,11.83,70.0,77.16,30.0,67.64,60.11,71.11,Medium,No,45.7
STU-1165,CSE,100.0,6.58,1.7,-3.15,21.81,25.58,97.04,10.58,21.39,91.45,17.27,45.58,89.64,20.75,62.04,100.0,19.66,50.12,85.65,24.76,27.04,100.0,23.85,53.35,100.0,19.99,33.2,90.58,28.76,46.55,88.85,22.58,50.14,96.71,63.11,Medium,Yes,60.7
STU-1166,CSE,69.33,7.92,8.92,-19.43,15.51,56.03,78.79,21.61,46.07,61.51,22.4,35.48,56.6,25.63,29.55,50.36,26.55,18.83,65.43,14.52,34.14,91.57,19.49,50.4,77.23,16.77,61.13,73.09,23.77,34.13,73.77,19.96,61.95,63.93,66.51,Medium,No,56.8
STU-1167,CSE,79.86,7.41,-14.7,-14.43,30.0,50.08,78.61,18.79,44.9,73.57,23.33,44.82,99.3,17.83,43.19,75.52,29.35,23.31,80.8,21.56,28.08,100.0,15.35,45.5,96.7,18.12,47.15,76.41,19.73,61.22,75.65,6.73,44.51,80.49,64.14,Medium,No,75.2
STU-1168,CSE,63.02,6.24,7.36,9.67,20.98,42.25,54.39,18.77,70.0,62.6,23.26,29.49,60.1,15.0,64.41,47.46,21.86,50.11,65.78,8.28,14.66,64.19,15.38,35.36,58.77,14.74,26.62,63.02,10.47,37.41,56.34,19.88,70.0,53.2,61.69,Medium,Yes,58.3
STU-1169,CSE,69.73,6.77,-0.2,9.74,22.03,48.31,75.33,18.93,66.62,76.58,23.51,23.79,70.69,17.45,32.08,63.46,19.72,51.85,79.54,24.67,49.39,70.28,18.38,41.29,61.92,17.86,50.31,85.13,19.25,32.88,79.42,9.99,60.65,55.4,65.19,Medium,No,35.1
STU-1170,CSE,78.73,9.16,-10.59,-15.74,23.29,37.86,81.94,30.0,32.43,68.73,20.39,67.88,80.53,20.22,47.54,68.69,20.9,39.11,91.96,23.99,25.14,75.9,22.64,30.28,67.94,17.69,50.17,89.11,21.16,70.0,71.97,23.7,28.36,94.84,70.51,Medium,No,64.3
STU-1171,CSE,87.69,7.74,-20.85,10.14,26.8,55.67,70.33,23.51,32.71,92.23,12.73,49.05,84.16,16.11,53.89,87.18,18.98,56.06,100.0,21.38,17.91,72.11,20.34,60.4,89.04,22.56,44.12,97.32,23.08,29.71,92.17,12.29,51.72,84.87,67.12,Medium,Yes,84.2
STU-1172,CSE,79.79,6.29,-1.36,6.81,20.8,49.86,82.6,27.09,45.51,81.68,26.65,70.0,79.61,17.44,38.06,84.29,18.98,18.76,91.02,24.08,62.2,93.23,20.95,48.91,89.85,13.92,39.71,79.19,24.61,36.92,72.66,17.85,52.04,79.1,66.42,Medium,Yes,55.6
STU-1173,CSE,93.89,7.87,14.48,22.65,12.75,26.2,95.25,20.85,45.41,89.18,23.94,50.53,97.24,21.85,68.96,83.64,17.89,39.95,100.0,18.13,33.11,92.83,20.52,62.95,90.09,16.56,31.35,90.44,30.0,50.74,99.87,20.0,47.06,100.0,69.07,Medium,Yes,50.9
STU-1174,CSE,73.58,7.32,16.75,8.54,22.81,50.24,73.74,18.24,51.37,74.41,30.0,60.76,66.83,14.15,39.03,62.74,17.71,30.46,70.31,18.42,47.21,71.51,15.49,63.22,77.61,17.28,31.71,58.9,12.3,60.71,82.99,17.08,65.49,79.74,69.38,Medium,No,30.6
STU-1175,CSE,70.02,10.0,3.55,15.88,21.02,57.93,76.2,20.77,41.4,68.95,11.96,32.99,88.02,15.86,17.24,79.06,21.24,49.57,68.44,24.55,67.95,64.8,23.16,61.78,64.24,27.55,61.73,57.6,27.97,27.16,63.14,23.42,60.62,71.0,76.73,High,Yes,43.3
STU-1176,CSE,100.0,7.84,19.62,7.16,16.85,41.1,96.22,24.21,38.91,93.48,12.61,36.09,98.82,14.35,18.83,100.0,15.0,25.36,100.0,24.24,60.38,100.0,26.56,58.25,96.56,14.67,25.75,98.6,14.5,33.03,98.48,26.99,22.34,100.0,60.0,Medium,Yes,60.0
STU-1177,CSE,80.91,7.04,-0.43,14.7,13.74,36.65,90.21,15.76,41.05,82.32,23.51,36.78,93.52,17.77,52.27,79.01,23.7,70.0,78.14,19.92,38.52,75.05,16.5,44.72,73.14,16.27,0.0,94.76,28.22,54.73,72.17,13.68,21.53,87.31,61.26,Medium,Yes,59.4
STU-1178,CSE,64.21,9.2,9.53,-19.31,26.33,47.49,72.79,22.22,33.44,74.3,24.73,30.14,72.28,19.26,41.09,68.11,21.8,58.33,55.71,22.83,27.6,62.42,19.44,59.55,64.3,18.69,66.39,59.92,17.64,16.85,62.04,15.3,41.24,66.61,68.73,Medium,Yes,74.4
STU-1179,CSE,64.59,5.29,-4.51,-1.83,14.57,32.66,48.59,17.45,30.83,86.03,27.52,65.13,51.64,19.11,26.95,83.01,24.16,29.21,68.28,12.59,42.95,62.83,23.7,59.82,64.79,18.88,0.0,80.21,16.71,46.53,87.18,14.03,45.32,69.55,56.0,Medium,Yes,73.0
STU-1180,CSE,60.86,7.61,-5.15,-0.58,25.46,45.02,72.62,17.92,53.15,65.0,19.54,49.85,52.11,18.51,25.7,56.44,25.69,51.31,63.94,12.01,49.8,60.23,22.69,65.75,56.77,18.42,58.77,54.83,20.44,15.05,57.78,26.53,50.03,69.85,69.47,Medium,Yes,58.9
STU-1181,CSE,89.05,9.89,-6.78,-3.66,24.78,65.24,85.58,24.71,70.0,88.79,13.4,36.08,93.73,11.69,33.57,85.75,20.55,70.0,95.93,14.43,70.0,88.88,11.6,29.42,78.72,13.26,52.69,62.38,24.91,57.22,84.48,24.58,28.61,80.63,76.12,High,No,38.4
STU-1182,CSE,69.53,7.36,-20.61,6.66,22.75,41.86,63.28,19.43,64.78,82.33,22.13,39.67,74.75,15.69,62.53,79.04,29.66,32.97,60.27,22.76,40.89,79.53,26.59,70.0,70.12,24.4,37.25,71.71,19.73,43.4,87.77,13.29,44.93,70.07,70.43,Medium,No,60.5
STU-1183,CSE,76.91,5.42,12.87,9.52,23.22,28.54,73.92,17.02,11.22,88.54,12.65,20.95,86.39,18.33,40.5,74.1,25.37,36.72,82.86,14.29,49.95,85.94,27.03,21.76,73.94,27.99,58.83,74.92,20.02,49.46,73.18,22.74,52.36,65.76,57.43,Medium,Yes,62.6
STU-1184,CSE,74.05,7.02,-6.42,5.88,17.55,38.19,71.49,21.35,47.71,66.85,26.7,45.08,88.68,27.2,29.11,69.14,17.91,49.7,81.31,20.73,36.74,90.56,17.81,56.13,73.68,19.67,55.11,89.48,21.52,37.67,88.85,22.47,47.56,84.32,66.45,Medium,No,43.2
STU-1185,CSE,85.97,9.25,-8.01,-2.65,21.61,70.0,85.99,25.75,51.63,90.36,18.19,39.64,90.94,15.66,36.37,86.13,26.2,46.21,86.62,14.71,70.0,97.04,26.1,23.21,89.49,15.31,56.57,89.19,22.59,34.25,75.57,16.8,49.62,83.55,73.03,Medium,No,42.2
STU-1186,CSE,62.3,7.95,-11.8,-11.04,21.27,29.64,62.23,26.98,49.99,66.25,22.01,37.32,78.62,21.79,47.66,69.17,24.7,26.32,62.86,30.0,69.83,61.23,23.64,40.1,65.84,17.71,37.87,56.38,28.41,37.79,73.72,17.84,36.81,66.19,67.76,Medium,No,63.2
STU-1187,CSE,58.87,6.49,-2.04,16.46,13.51,54.97,57.51,17.25,33.52,78.58,19.83,43.85,67.6,15.79,62.01,58.51,13.08,37.04,47.91,20.41,33.1,49.83,21.46,45.66,70.96,25.82,45.92,63.86,12.96,55.44,62.97,24.77,40.41,55.89,63.95,Medium,Yes,39.1
